Optimal (within gap tolerance) - objective value -388.47622360
      0 squad[308,4]                                     1                      0
      5 squad[308,9]                                     1                      0
      6 squad[308,10]                                    1                      0
      7 squad[308,11]                                    1                      0
     13 squad[355,4]                                     1                      0
     14 squad[355,5]                                     1                      0
     15 squad[355,6]                                     1                      0
     16 squad[355,7]                                     1                      0
     17 squad[355,8]                                     1                      0
     21 squad[355,12]                                    1                      0
     22 squad[355,13]                                    1                      0
     23 squad[355,14]                                    1                      0
     24 squad[355,15]                                    1                      0
     25 squad[355,16]                                    1                      0
     26 squad[19,4]                                      1                      0
     27 squad[19,5]                                      1                      0
     28 squad[19,6]                                      1                      0
     29 squad[19,7]                                      1                      0
     30 squad[19,8]                                      1                      0
     31 squad[19,9]                                      1                      0
     32 squad[19,10]                                     1                      0
     34 squad[19,12]                                     1                      0
     35 squad[19,13]                                     1                      0
     36 squad[19,14]                                     1                      0
     37 squad[19,15]                                     1                      0
     38 squad[19,16]                                     1                      0
     39 squad[108,4]                                     1                      0
     40 squad[108,5]                                     1                      0
     41 squad[108,6]                                     1                      0
     42 squad[108,7]                                     1                      0
     43 squad[108,8]                                     1                      0
     44 squad[108,9]                                     1                      0
     45 squad[108,10]                                    1                      0
     46 squad[108,11]                                    1                      0
     47 squad[108,12]                                    1                      0
     48 squad[108,13]                                    1                      0
     49 squad[108,14]                                    1                      0
     50 squad[108,15]                                    1                      0
     51 squad[108,16]                                    1                      0
     56 squad[516,8]                                     1                      0
     57 squad[516,9]                                     1                      0
     66 squad[216,5]                                     1                      0
     67 squad[216,6]                                     1                      0
     68 squad[216,7]                                     1                      0
     69 squad[216,8]                                     1                      0
     84 squad[140,10]                                    1                      0
     85 squad[140,11]                                    1                      0
     86 squad[140,12]                                    1                      0
     87 squad[140,13]                                    1                      0
     88 squad[140,14]                                    1                      0
     89 squad[140,15]                                    1                      0
     90 squad[140,16]                                    1                      0
     91 squad[373,4]                                     1                      0
     92 squad[373,5]                                     1                      0
     93 squad[373,6]                                     1                      0
     94 squad[373,7]                                     1                      0
     95 squad[373,8]                                     1                      0
    112 squad[526,12]                                    1                      0
    113 squad[526,13]                                    1                      0
    114 squad[526,14]                                    1                      0
    115 squad[526,15]                                    1                      0
    116 squad[526,16]                                    1                      0
    135 squad[599,9]                                     1                      0
    136 squad[599,10]                                    1                      0
    137 squad[599,11]                                    1                      0
    150 squad[365,11]                                    1                      0
    151 squad[365,12]                                    1                      0
    152 squad[365,13]                                    1                      0
    153 squad[365,14]                                    1                      0
    154 squad[365,15]                                    1                      0
    155 squad[365,16]                                    1                      0
    157 squad[437,5]                                     1                      0
    158 squad[437,6]                                     1                      0
    159 squad[437,7]                                     1                      0
    160 squad[437,8]                                     1                      0
    161 squad[437,9]                                     1                      0
    162 squad[437,10]                                    1                      0
    163 squad[437,11]                                    1                      0
    174 squad[119,9]                                     1                      0
    175 squad[119,10]                                    1                      0
    176 squad[119,11]                                    1                      0
    177 squad[119,12]                                    1                      0
    178 squad[119,13]                                    1                      0
    179 squad[119,14]                                    1                      0
    180 squad[119,15]                                    1                      0
    181 squad[119,16]                                    1                      0
    200 squad[132,9]                                     1                      0
    201 squad[132,10]                                    1                      0
    202 squad[132,11]                                    1                      0
    203 squad[132,12]                                    1                      0
    204 squad[132,13]                                    1                      0
    205 squad[132,14]                                    1                      0
    206 squad[132,15]                                    1                      0
    207 squad[132,16]                                    1                      0
    221 squad[131,4]                                     1                      0
    222 squad[131,5]                                     1                      0
    223 squad[131,6]                                     1                      0
    224 squad[131,7]                                     1                      0
    225 squad[131,8]                                     1                      0
    226 squad[131,9]                                     1                      0
    227 squad[131,10]                                    1                      0
    228 squad[131,11]                                    1                      0
    229 squad[131,12]                                    1                      0
    230 squad[131,13]                                    1                      0
    231 squad[131,14]                                    1                      0
    232 squad[131,15]                                    1                      0
    233 squad[131,16]                                    1                      0
    236 squad[430,6]                                     1                      0
    237 squad[430,7]                                     1                      0
    238 squad[430,8]                                     1                      0
    252 squad[36,9]                                      1                      0
    253 squad[36,10]                                     1                      0
    254 squad[36,11]                                     1                      0
    255 squad[36,12]                                     1                      0
    256 squad[36,13]                                     1                      0
    257 squad[36,14]                                     1                      0
    258 squad[36,15]                                     1                      0
    259 squad[36,16]                                     1                      0
    273 squad[143,4]                                     1                      0
    274 squad[143,5]                                     1                      0
    275 squad[143,6]                                     1                      0
    332 squad[220,11]                                    1                      0
    333 squad[220,12]                                    1                      0
    334 squad[220,13]                                    1                      0
    335 squad[220,14]                                    1                      0
    336 squad[220,15]                                    1                      0
    337 squad[220,16]                                    1                      0
    343 squad[290,9]                                     1                      0
    344 squad[290,10]                                    1                      0
    458 squad[630,7]                                     1                      0
    495 squad[511,5]                                     1                      0
    496 squad[511,6]                                     1                      0
    497 squad[511,7]                                     1                      0
    498 squad[511,8]                                     1                      0
    512 squad[291,9]                                     1                      0
    513 squad[291,10]                                    1                      0
    514 squad[291,11]                                    1                      0
    515 squad[291,12]                                    1                      0
    516 squad[291,13]                                    1                      0
    517 squad[291,14]                                    1                      0
    518 squad[291,15]                                    1                      0
    519 squad[291,16]                                    1                      0
    707 squad[524,9]                                     1                      0
    708 squad[524,10]                                    1                      0
    709 squad[524,11]                                    1                      0
    710 squad[524,12]                                    1                      0
    711 squad[524,13]                                    1                      0
    712 squad[524,14]                                    1                      0
    713 squad[524,15]                                    1                      0
    714 squad[524,16]                                    1                      0
    715 squad[20,4]                                      1                      0
    720 squad[20,9]                                      1                      0
    721 squad[20,10]                                     1                      0
    722 squad[20,11]                                     1                      0
    723 squad[20,12]                                     1                      0
    724 squad[20,13]                                     1                      0
    725 squad[20,14]                                     1                      0
    726 squad[20,15]                                     1                      0
    727 squad[20,16]                                     1                      0
    936 squad[195,4]                                     1                      0
    937 squad[195,5]                                     1                      0
   1066 squad[112,4]                                     1                      0
   1067 squad[112,5]                                     1                      0
   1068 squad[112,6]                                     1                      0
   1071 squad[112,9]                                     1                      0
   1072 squad[112,10]                                    1                      0
   1073 squad[112,11]                                    1                      0
   1074 squad[112,12]                                    1                      0
   1075 squad[112,13]                                    1                      0
   1076 squad[112,14]                                    1                      0
   1077 squad[112,15]                                    1                      0
   1078 squad[112,16]                                    1                      0
   1131 squad[230,4]                                     1                      0
   1132 squad[230,5]                                     1                      0
   1133 squad[230,6]                                     1                      0
   1134 squad[230,7]                                     1                      0
   1135 squad[230,8]                                     1                      0
   1367 squad[614,6]                                     1                      0
   1368 squad[614,7]                                     1                      0
   1369 squad[614,8]                                     1                      0
   1404 squad[197,4]                                     1                      0
   1405 squad[197,5]                                     1                      0
   1406 squad[197,6]                                     1                      0
   1407 squad[197,7]                                     1                      0
   1408 squad[197,8]                                     1                      0
   1706 squad[602,7]                                     1                      0
   1707 squad[602,8]                                     1                      0
   2912 squad[82,4]                                      1                      0
   4316 squad[148,4]                                     1                      0
   4317 squad[148,5]                                     1                      0
   4784 squad[538,4]                                     1                      0
   4785 squad[538,5]                                     1                      0
   4786 squad[538,6]                                     1                      0
   4787 squad[538,7]                                     1                      0
   4788 squad[538,8]                                     1                      0
   9479 lineup[308,9]                                    1              -3.418619
