,week,name,pos,type,team,buy_price,sell_price,xP,xMin,squad,lineup,bench,captain,vicecaptain,transfer_in,transfer_out,multiplier,xp_cont
3,24,Arrizabalaga,GKP,1,Chelsea,0.0,0.0,4.94,89,1,1,-1,0,0,0,0,1,4.938
2,24,Alexander-Arnold,DEF,2,Liverpool,7.3,0.0,3.58,86,1,1,-1,0,0,1,0,1,3.578
5,24,Gabriel,DEF,2,Arsenal,0.0,0.0,3.64,86,1,1,-1,0,0,0,0,1,3.643
6,24,Trippier,DEF,2,Newcastle,0.0,0.0,3.85,86,1,1,-1,0,0,0,0,1,3.854
13,24,Shaw,DEF,2,Man Utd,0.0,0.0,4.43,82,1,1,-1,0,0,0,0,1,4.435
9,24,Rashford,MID,3,Man Utd,0.0,0.0,4.73,83,1,1,-1,0,0,0,0,1,4.732
1,24,Saka,MID,3,Arsenal,0.0,0.0,5.0,84,1,1,-1,0,0,0,0,1,4.998
7,24,Fernandes,MID,3,Man Utd,0.0,0.0,5.12,87,1,1,-1,0,0,0,0,1,5.119
4,24,Mitoma,MID,3,Brighton,0.0,0.0,5.45,78,1,1,-1,0,1,0,0,1,5.447
12,24,Nketiah,FWD,4,Arsenal,0.0,0.0,3.85,83,1,1,-1,0,0,0,0,1,3.854
0,24,Haaland,FWD,4,Man City,0.0,0.0,7.08,76,1,1,-1,1,0,0,0,2,14.16
8,24,Ederson,GKP,1,Man City,0.0,0.0,4.56,88,1,0,0,0,0,0,0,0,0.0
10,24,Mitrović,FWD,4,Fulham,0.0,0.0,3.47,75,1,0,1,0,0,0,0,0,0.0
11,24,Burn,DEF,2,Newcastle,0.0,0.0,2.96,84,1,0,2,0,0,0,0,0,0.0
14,24,Andreas,MID,3,Fulham,0.0,0.0,2.92,79,1,0,3,0,0,0,0,0,0.0
15,24,Cucurella,DEF,2,Chelsea,0.0,5.1,1.13,41,0,0,-1,0,0,0,1,0,0.0
27,25,Ederson,GKP,1,Man City,0.0,0.0,4.17,87,1,1,-1,0,0,0,0,1,4.166
23,25,Gabriel,DEF,2,Arsenal,0.0,0.0,7.98,81,1,1,-1,0,0,0,0,1,7.979
22,25,Robertson,DEF,2,Liverpool,6.8,0.0,9.54,77,1,1,-1,0,0,1,0,1,9.539
19,25,Alexander-Arnold,DEF,2,Liverpool,0.0,0.0,9.9,85,1,1,-1,0,0,0,0,1,9.897
33,25,Andreas,MID,3,Fulham,0.0,0.0,2.99,73,1,1,-1,0,0,0,0,1,2.987
26,25,Neves,MID,3,Wolves,5.4,0.0,6.6,83,1,1,-1,0,0,1,0,1,6.596
18,25,Saka,MID,3,Arsenal,0.0,0.0,10.29,79,1,1,-1,0,1,0,0,1,10.293
17,25,Salah,MID,3,Liverpool,12.6,0.0,11.68,78,1,1,-1,1,0,1,0,2,23.366
29,25,Mitrović,FWD,4,Fulham,0.0,0.0,4.01,81,1,1,-1,0,0,0,0,1,4.006
16,25,Haaland,FWD,4,Man City,0.0,0.0,7.04,75,1,1,-1,0,0,0,0,1,7.038
31,25,Nketiah,FWD,4,Arsenal,0.0,0.0,7.44,73,1,1,-1,0,0,0,0,1,7.436
20,25,Arrizabalaga,GKP,1,Chelsea,0.0,0.0,3.87,87,1,0,0,0,0,0,0,0,0.0
30,25,Burn,DEF,2,Newcastle,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0.0
32,25,Shaw,DEF,2,Man Utd,0.0,0.0,0.0,0,1,0,2,0,0,0,0,0,0.0
21,25,Mitoma,MID,3,Brighton,0.0,0.0,0.0,0,1,0,3,0,0,0,0,0,0.0
24,25,Trippier,DEF,2,Newcastle,0.0,6.0,0.0,0,0,0,-1,0,0,0,1,0,0.0
25,25,Fernandes,MID,3,Man Utd,0.0,9.9,0.0,0,0,0,-1,0,0,0,1,0,0.0
28,25,Rashford,MID,3,Man Utd,0.0,7.0,0.0,0,0,0,-1,0,0,0,1,0,0.0
38,26,Arrizabalaga,GKP,1,Chelsea,0.0,0.0,4.73,86,1,1,-1,0,0,0,0,1,4.726
37,26,Alexander-Arnold,DEF,2,Liverpool,0.0,0.0,3.87,82,1,1,-1,0,0,0,0,1,3.873
43,26,Estupiñán,DEF,2,Brighton,4.7,0.0,4.24,77,1,1,-1,0,0,1,0,1,4.238
41,26,Gabriel,DEF,2,Arsenal,0.0,0.0,4.56,80,1,1,-1,0,0,0,0,1,4.562
44,26,March,MID,3,Brighton,5.1,0.0,3.98,75,1,1,-1,0,0,1,0,1,3.98
39,26,Mitoma,MID,3,Brighton,0.0,0.0,4.9,75,1,1,-1,0,0,0,0,1,4.9
35,26,Salah,MID,3,Liverpool,0.0,0.0,5.09,75,1,1,-1,0,0,0,0,1,5.092
36,26,Saka,MID,3,Arsenal,0.0,0.0,5.27,78,1,1,-1,0,1,0,0,1,5.268
47,26,Mitrović,FWD,4,Fulham,0.0,0.0,3.76,78,1,1,-1,0,0,0,0,1,3.76
42,26,Toney,FWD,4,Brentford,7.6,0.0,4.8,83,1,1,-1,0,0,1,0,1,4.801
34,26,Haaland,FWD,4,Man City,0.0,0.0,6.52,74,1,1,-1,1,0,0,0,2,13.032
46,26,Ederson,GKP,1,Man City,0.0,0.0,3.93,86,1,0,0,0,0,0,0,0,0.0
50,26,Shaw,DEF,2,Man Utd,0.0,0.0,2.92,77,1,0,1,0,0,0,0,0,0.0
51,26,Andreas,MID,3,Fulham,0.0,0.0,2.7,72,1,0,2,0,0,0,0,0,0.0
48,26,Burn,DEF,2,Newcastle,0.0,0.0,2.27,80,1,0,3,0,0,0,0,0,0.0
40,26,Robertson,DEF,2,Liverpool,0.0,6.8,3.7,76,0,0,-1,0,0,0,1,0,0.0
45,26,Neves,MID,3,Wolves,0.0,5.4,3.34,80,0,0,-1,0,0,0,1,0,0.0
49,26,Nketiah,FWD,4,Arsenal,0.0,6.7,2.55,61,0,0,-1,0,0,0,1,0,0.0
61,27,Raya,GKP,1,Brentford,4.7,0.0,8.46,86,1,1,-1,0,0,1,0,1,8.456
66,27,Burn,DEF,2,Newcastle,0.0,0.0,4.36,79,1,1,-1,0,0,0,0,1,4.362
55,27,Alexander-Arnold,DEF,2,Liverpool,0.0,0.0,4.68,80,1,1,-1,0,0,0,0,1,4.685
67,27,Shaw,DEF,2,Man Utd,0.0,0.0,4.76,76,1,1,-1,0,0,0,0,1,4.76
62,27,Estupiñán,DEF,2,Brighton,0.0,0.0,7.74,74,1,1,-1,0,0,0,0,1,7.742
54,27,Saka,MID,3,Arsenal,0.0,0.0,5.03,77,1,1,-1,0,0,0,0,1,5.027
60,27,Ward-Prowse,MID,3,Southampton,6.2,0.0,7.42,82,1,1,-1,0,0,1,0,1,7.416
63,27,March,MID,3,Brighton,0.0,0.0,7.82,75,1,1,-1,0,0,0,0,1,7.816
