,week,name,pos,type,team,buy_price,sell_price,xP,xMin,squad,lineup,bench,captain,vicecaptain,transfer_in,transfer_out,multiplier,xp_cont
10,38,Ederson,GKP,1,Man City,0.0,0.0,3.41,59,1,1,-1,0,0,0,0,1,3.413
9,38,Botman,DEF,2,Newcastle,0.0,0.0,3.46,81,1,1,-1,0,0,0,0,1,3.455
5,38,Mina,DEF,2,Everton,0.0,0.0,4.3,81,1,1,-1,0,0,0,0,1,4.299
4,38,Trippier,DEF,2,Newcastle,0.0,0.0,4.31,83,1,1,-1,0,0,0,0,1,4.306
6,38,Mitoma,MID,3,Brighton,0.0,0.0,4.07,73,1,1,-1,0,0,0,0,1,4.065
3,38,Ødegaard,MID,3,Arsenal,6.9,0.0,5.08,81,1,1,-1,0,0,1,0,1,5.082
1,38,Fernandes,MID,3,Man Utd,0.0,0.0,5.38,74,1,1,-1,0,1,0,0,1,5.375
0,38,Salah,MID,3,Liverpool,0.0,0.0,6.24,61,1,1,-1,1,0,0,0,2,12.482
8,38,Watkins,FWD,4,Aston Villa,0.0,0.0,3.93,80,1,1,-1,0,0,0,0,1,3.928
7,38,Solanke,FWD,4,Bournemouth,0.0,0.0,3.97,82,1,1,-1,0,0,0,0,1,3.973
2,38,Kane,FWD,4,Spurs,0.0,0.0,5.28,84,1,1,-1,0,0,0,0,1,5.284
12,38,Arrizabalaga,GKP,1,Chelsea,0.0,0.0,3.21,69,1,0,0,0,0,0,0,0,0.0
11,38,Groß,MID,3,Brighton,0.0,0.0,3.32,70,1,0,1,0,0,0,0,0,0.0
14,38,Shaw,DEF,2,Man Utd,0.0,0.0,1.35,31,1,0,2,0,0,0,0,0,0.0
15,38,Varane,DEF,2,Man Utd,0.0,0.0,0.62,74,1,0,3,0,0,0,0,0,0.0
13,38,Mac Allister,MID,3,Brighton,0.0,5.5,2.8,62,0,0,-1,0,0,0,1,0,0.0
